raw_specialty,processed_specialties,is_junk,specialty_count
RADIOLOGY MOBILE CLINIC/CENTER hospital,radiology mobile,False,1
OB/GYN Service,obstetrics gynecology,False,1
Pediatric Dentistry hospital,pediatric dentistry,False,1
Dept of Ophthalmology,of ophthalmology,False,1
Radiation Oncology Unit,radiation oncology,False,1
Midwife Center,midwife,False,1
IP CLINIC,,True,0
Oncology Center,oncology,False,1
xyz,,True,0
Medical Genetics dept,medicineical genetics,False,1
Addiction Medicine Service,addiction medicineicine,False,1
RADIOLOGY MOBILE CLINIC/CENTER Service,radiology mobile,False,1
Speech-Language Pathologist Division,speech-language pathologist,False,1
addiction medicine,addiction medicineicine,False,1
Critical-Care-Medicine,critical-care-medicineicine,False,1
reproductive endocrinology,reproductive endocrinology,False,1
Taxi,taxi,False,1
Hematology - USA,hematology - usa,False,1
Anesthesiology hospital,anesthesiology,False,1
Orthopedic Surgery Practice,orthopedicedic surgeryery practice,False,1
Geriatric Medicine dept,geriatric medicineicine,False,1
Public Health Center,public health,False,1
Surgical Oncology CLINIC,surgeryical oncology,False,1
Clinical Psychology - USA,clinical psychology - usa,False,1
Psychiatry Center,psychiatry,False,1
RadiationOncology,radiationoncology,False,1
Endocrinology Center,endocrinology,False,1
Dept of Hematology,of hematology,False,1
IR Program,,True,0
Chirop,chirop,False,1
community health - clinic/center,,True,0
Dentistry dept,dentistry,False,1
Ophthalmology Practice,ophthalmology practice,False,1
Cardiothoracic Surgery dept,cardiothoracic surgeryery,False,1
Hematology Center,hematology,False,1
Dermatology hospital,dermatology,False,1
ReproductiveEndocrinology,reproductiveendocrinology,False,1
PEDIATRIC-OPTOMETRIST,pediatric-optometrist,False,1
Medical Genetics Services,medicineical genetics services,False,1
Audiology - USA,audiology - usa,False,1
physician,,True,0
Occupationa,,True,0
Infectious Disease Services,infectious disease services,False,1
Midwife hospital,midwife,False,1
FamilyMedicine,familymedicineicine,False,1
Pain Management hospital,,True,0
Radiology CLINIC,radiology,False,1
Emergency Medicine Unit,emergency medicineicine,False,1
Dr. Cardiothoracic Surgery,,True,0
Chiropractic Unit,chiropractic,False,1
Pediatric Optometrist,pediatric optometrist,False,1
Dept of Audiology,of audiology,False,1
Dermatology Practice,dermatology practice,False,1
chiropractic,chiropractic,False,1
Addiction Medicine Practice,addiction medicineicine practice,False,1
PEDIATRIC OPTOMETRIST dept,pediatric optometrist,False,1
SLEEP MEDICINE,sleep medicineicine,False,1
Physical Medicine & Rehab,physical medicineicine rehab,False,1
HOSPICE AND PALLIATIVE CARE,hospice palliative care,False,1
EmergencyMedicine,emergencymedicineicine,False,1
Dr. Naturopathic Physician,,True,0
Dr. Plastic Surgery,,True,0
Hospice and Palliative Care Center,hospice palliative care,False,1
Addiction Medicine Unit,addiction medicineicine,False,1
IP Unit,,True,0
UROLOGY,urology,False,1
Sports Medicine Unit,sports medicineicine,False,1
Pulmonary Medicine,,True,0
Gerontology - Nurse Practitioner Unit,gerontology - nurse practitioner,False,1
Orthopedic Surgery dept,orthopedicedic surgeryery,False,1
Plastic Surgery Services,plastic surgeryery services,False,1
Public Health hospital,public health,False,1
RADIOLOGY MOBILE CLINIC/CENTER Program,radiology mobile,False,1
General Practice hospital,general practice,False,1
RADIOLOGY,radiology,False,1
Cardiothoracic Surgery Service,cardiothoracic surgeryery,False,1
Dept of Nuclear Medicine,of nuclear medicineicine,False,1
Family Medicine Program,family medicineicine,False,1
Pain Management dept,,True,0
General Practice Services,general practice services,False,1
Neurology Division,neurology,False,1
Dept of Speech-Language Pathologist,of speech-language pathologist,False,1
Dr. RADIOLOGY MOBILE CLINIC/CENTER,,True,0
OPTICIAN - USA,optician - usa,False,1
Dr. Orthopedic Surgery,,True,0
Diet,diet,False,1
Family Medicine hospital,family medicineicine,False,1
FREE STANDING (RURAL HEALTH CLINIC) Service,,True,0
General Practice Unit,general practice,False,1
Dr. Psychiatry,,True,0
Dr. Public Health,,True,0
PAIN MANAGEMENT,,True,0
Internal Medicine Services,,True,0
Pathology - USA,pathology - usa,False,1
Neuropsychiatry dept,neuropsychiatry,False,1
Critical Care Medicine Unit,critical care medicineicine,False,1
FREE STANDING (RURAL HEALTH CLINIC) Division,,True,0
Neuropsychiatry Center,neuropsychiatry,False,1
Gerontology - Nurse Practitioner Program,gerontology - nurse practitioner,False,1
OPTICIAN Service,optician,False,1
Dentistry Unit,dentistry,False,1
IP Program,,True,0
Psychiatry hospital,psychiatry,False,1
Pain Management Practice,,True,0
PEDIATRICS Program,pediatrics,False,1
Gastroenterology Services,gastroenterology services,False,1
Clinical Psychology hospital,clinical psychology,False,1
Speech-Language Pathologist CLINIC,speech-language pathologist,False,1
Vascular Surgery Division,vascular surgeryery,False,1
Nuclear Medicine CLINIC,nuclear medicineicine,False,1
PEDIATRIC OPTOMETRIST - USA,pediatric optometrist - usa,False,1
Dr. TAXI,,True,0
Gerontology - Nurse Practitioner Services,gerontology - nurse practitioner services,False,1
health,health,False,1
Sleep Med,sleep medicine,False,1
Anesthesiology Program,anesthesiology,False,1
Infectious Disease Service,infectious disease,False,1
Free Standing (Rural Health Clinic),,True,0
Neuropsychiatry Practice,neuropsychiatry practice,False,1
Clinical Laboratory dept,clinical laboratory,False,1
Clinical-Psychology,clinical-psychology,False,1
Orthopedi,orthopedicedi,False,1
Nuclear Medicine Practice,nuclear medicineicine practice,False,1
Adult Health Nurse Practitioner Unit,adult health nurse practitioner,False,1
Emergency Medicine dept,emergency medicineicine,False,1
AdultHealthNursePractitioner,adulthealthnursepractitioner,False,1
Psychiatry dept,psychiatry,False,1
Ophthalmology Division,ophthalmology,False,1
Reproductive Endocrinology Unit,reproductive endocrinology,False,1
Endocrinology - USA,endocrinology - usa,False,1
urgent,urgent,False,1
Midwife - USA,midwife - usa,False,1
medical genetics,medicineical genetics,False,1
Cardiology Practice,cardiology practice,False,1
Nephrology Services,nephrology services,False,1
Dr. Radiology,,True,0
Chiropractic Division,chiropractic,False,1
TAXI CLINIC,taxi,False,1
Internal Medicine Practice,,True,0
Sleep Medicine Division,sleep medicineicine,False,1
TAXI Service,taxi,False,1
Emergency Medical Technician Division,emergency medicineical technician,False,1
NATUROPATHIC PHYSICIAN,,True,0
Ophthalmology Center,ophthalmology,False,1
Dermatology Service,dermatology,False,1
Adult Health Nurse Practitioner CLINIC,adult health nurse practitioner,False,1
Internal Medicine hospital,,True,0
ClinicalPsychology,clinicalpsychology,False,1
med office,,True,0
Dept of TAXI,of taxi,False,1
Public Health Practice,public health practice,False,1
Addiction Medicine dept,addiction medicineicine,False,1
Reproductive Endocrinology hospital,reproductive endocrinology,False,1
Registered Nurse Service,registered nurse,False,1
UNKNOWN,,True,0
Occupational-Therapist,,True,0
Occupational Therapist Center,,True,0
OB/G,ob g,False,1
Gerontology - Nurse Practitioner dept,gerontology - nurse practitioner,False,1
midwife,midwife,False,1
MARRIAGE-&-FAMILY-THERAPIST,marriage- -family-therapist,False,1
Emergency Medical Technician Unit,emergency medicineical technician,False,1
Adult Health Nurse Practitioner hospital,adult health nurse practitioner,False,1
Family Medicine - USA,family medicineicine - usa,False,1
RADIOLOGY MOBIL,radiology mobil,False,1
Clinal Psychology,,True,0
Pain Management CLINIC,,True,0
Emergency Medical Technician Program,emergency medicineical technician,False,1
Dr. Radiation Oncology,,True,0
Behavioral Health Counselor hospital,behavioral health counselor,False,1
Naturopathic Physician Services,,True,0
PEDIATRICS Division,pediatrics,False,1
HEMATOLOGY,hematology,False,1
Urology - USA,urology - usa,False,1
Critical Care Med,critical care medicine,False,1
General Practice Program,general practice,False,1
clinical stuff,clinical stuff,False,1
PULMONARY-MEDICINE,,True,0
CLINICAL PSYCHOLOGY,clinical psychology,False,1
Clinical Laboratory Unit,clinical laboratory,False,1
Geriatric Medicine Practice,geriatric medicineicine practice,False,1
1nternal Medicine,,True,0
FREE STANDING (RURAL HEALTH CLINIC) dept,,True,0
Radiation Oncology Services,radiation oncology services,False,1
Pharmacy Services,pharmacy services,False,1
BehavioralHealthCounselor,behavioralhealthcounselor,False,1
SleepMedicine,sleepmedicineicine,False,1
Dentistry CLINIC,dentistry,False,1
PEDIATRIC OPTOMETRIST CLINIC,pediatric optometrist,False,1
Cardiology Division,cardiology,False,1
Dept of Clinical Laboratory,of clinical laboratory,False,1
TAXI Center,taxi,False,1
Vascular Surgery CLINIC,vascular surgeryery,False,1
Dept of Hospice and Palliative Care,of hospice palliative care,False,1
Orthotics And Prosthetics,orthotics prosthetics,False,1
Dept of Psychiatry,of psychiatry,False,1
Sports ,sports,False,1
Dietitian Program,dietitian,False,1
hospice and palliative care,hospice palliative care,False,1
Dept of PHYSICAL MEDICINE & REHAB,of physical medicineicine rehab,False,1
Vascular,vascular,False,1
Urology Services,urology services,False,1
Midwife CLINIC,midwife,False,1
Cardiothoracic Surgery Unit,cardiothoracic surgeryery,False,1
Audi,audi,False,1
Register,register,False,1
PUBLIC HEALTH,public health,False,1
Internal Medicine Service,,True,0
Cardiology CLINIC,cardiology,False,1
Naturopathic Physician Program,,True,0
Dept of OPTICIAN,of optician,False,1
Naturopathic Physician - USA,,True,0
Vascular Surgery Program,vascular surgeryery,False,1
Emergency Medicine Services,emergency medicineicine services,False,1
registered nurse,registered nurse,False,1
pediatric dentistry,pediatric dentistry,False,1
Pediatric Dentistry dept,pediatric dentistry,False,1
Sports Medicine - USA,sports medicineicine - usa,False,1
Dept of Behavioral Health Counselor,of behavioral health counselor,False,1
SURGICAL ONCOLOGY,surgeryical oncology,False,1
Pain Management Center,,True,0
RADI0L0GY M0BILE CLINIC/CENTER,radi0l0gy m0bile,False,1
oncology,oncology,False,1
PEDIATRIC 0PT0METRIST,pediatric 0pt0metrist,False,1
Dr. Emergency Medicine,,True,0
Gerontology - Nurse Practitioner Practice,gerontology - nurse practitioner practice,False,1
Endocrinology Practice,endocrinology practice,False,1
Behavioral Health Counselor Program,behavioral health counselor,False,1
TAXI dept,taxi,False,1
Behavioral Health Counselor dept,behavioral health counselor,False,1
OB/GYN Program,obstetrics gynecology,False,1
Emergency Medicine Center,emergency medicineicine,False,1
Dr. OB/GYN,,True,0
PainManagement,,True,0
Chiropractic CLINIC,chiropractic,False,1
ophthalmology,ophthalmology,False,1
Nuclear Medicine dept,nuclear medicineicine,False,1
Gastroenterology Program,gastroenterology,False,1
RADIOLOGY MOBILE CLINIC/CENTER Center,radiology mobile,False,1
Dr. Nuclear Medicine,,True,0
Dr. Midwife,,True,0
Dr. Pain Management,,True,0
pediatrics,pediatrics,False,1
PULMONARY MEDICINE Unit,,True,0
Orthopedic Surgery Services,orthopedicedic surgeryery services,False,1
Pathology Program,pathology,False,1
gastroenterology,gastroenterology,False,1
Naturopathic-Physician,,True,0
Chiropractic hospital,chiropractic,False,1
Surgical Oncology Services,surgeryical oncology services,False,1
Dept of Urology,of urology,False,1
Dietitian hospital,dietitian,False,1
PULMONARY MEDICINE Center,,True,0
ADDICTION MEDICINE,addiction medicineicine,False,1
OPTICIAN Services,optician services,False,1
FREE STANDING (RURAL HEALTH CLINIC) Unit,,True,0
infectious disease,infectious disease,False,1
Adult Health Nurse Practitioner Services,adult health nurse practitioner services,False,1
Dr. Speech-Language Pathologist,,True,0
Dermatology - USA,dermatology - usa,False,1
Family Med,family medicineicine,False,1
Plastic Surgery dept,plastic surgeryery,False,1
Adult-Health-Nurse-Practitioner,adult-health-nurse-practitioner,False,1
Surgical,surgeryical,False,1
Public Health - USA,public health - usa,False,1
NEUROPSYCHIATRY,neuropsychiatry,False,1
Pain Management Program,,True,0
PULMONARY MEDICINE Practice,,True,0
FREE STANDING (RURAL HEALTH CLINIC) - USA,- usa,False,1
Radiation Oncology hospital,radiation oncology,False,1
Dr. Clinical Psychology,,True,0
Critical Care Medicine Division,critical care medicineicine,False,1
Pharmacy hospital,pharmacy,False,1
PULMONARY,,True,0
Gastroenterology Practice,gastroenterology practice,False,1
Plastic Surgery CLINIC,plastic surgeryery,False,1
GeneralPractice,generalpractice,False,1
Ob/Gyn,obstetrics gynecology,False,1
Dept of Internal Medicine,,True,0
PULMONARY MEDICINE Services,,True,0
Registered-Nurse,registered-nurse,False,1
Naturopathi,,True,0
Neurology - USA,neurology - usa,False,1
Behavioral Health Counselor Division,behavioral health counselor,False,1
MARRIAGE & FAMILY THERAPIST Unit,marriage family therapist,False,1
Dr. Geriatric Medicine,,True,0
Speech-Language Pathologist Service,speech-language pathologist,False,1
OB/GYN hospital,obstetrics gynecology,False,1
Dr. IP,,True,0
Pharmacy Division,pharmacy,False,1
Dept of Occupational Therapist,,True,0
Hospice and Palliative Care CLINIC,hospice palliative care,False,1
Family Medicine Unit,family medicineicine,False,1
Orthotics and Prosthetics hospital,orthotics prosthetics,False,1
Emergency Medicine Program,emergency medicineicine,False,1
Dr. Hematology,,True,0
MARRIAGE & FAMILY THERAPIST Practice,marriage family therapist practice,False,1
Dr. Family Medicine,,True,0
Nuclear Medicine Services,nuclear medicineicine services,False,1
Hematology Unit,hematology,False,1
Emergency Medicine Service,emergency medicineicine,False,1
ORTHOPEDIC SURGERY,orthopedicedic surgeryery,False,1
Dept of IP,of ip,False,1
optician,optician,False,1
Pediatric,pediatric,False,1
0PTICIAN,0ptician,False,1
Public Health Division,public health,False,1
Hospice and Palliative Care - USA,hospice palliative care - usa,False,1
taxi,taxi,False,1
Critical Care Medicine dept,critical care medicineicine,False,1
Registered Nurse Services,registered nurse services,False,1
Surgical Oncology - USA,surgeryical oncology - usa,False,1
Medical-Genetics,medicineical-genetics,False,1
Internal Medicine - USA,,True,0
OPTICIAN hospital,optician,False,1
Endocrinology Program,endocrinology,False,1
Dietitian Center,dietitian,False,1
Infectious Disease - USA,infectious disease - usa,False,1
Geriatric Medicine - USA,geriatric medicineicine - usa,False,1
Family ,family,False,1
Anesthesiology Center,anesthesiology,False,1
Cardiology hospital,cardiology,False,1
OPTICIAN Center,optician,False,1
Addiction Medicine CLINIC,addiction medicineicine,False,1
Cardiology Center,cardiology,False,1
Nephrology CLINIC,nephrology,False,1
PULMONARY MEDICINE hospital,,True,0
Urol,urol,False,1
Nephrology Service,nephrology,False,1
OccupationalTherapist,,True,0
Emergency,emergency,False,1
Hospice And Palliative Care,hospice palliative care,False,1
Speech-Language-Pathologist,speech-language-pathologist,False,1
Radiology Program,radiology,False,1
PED1ATR1C OPTOMETR1ST,ped1atr1c optometr1st,False,1
0B/GYN,0b gynecology,False,1
Plastic Surgery Division,plastic surgeryery,False,1
Emergency Medicine - USA,emergency medicineicine - usa,False,1
Hematology Service,hematology,False,1
Sleep Medicine dept,sleep medicineicine,False,1
Medical Genetics Practice,medicineical genetics practice,False,1
Infectious Disease Division,infectious disease,False,1
PHYSICAL MEDICINE & REHAB Service,physical medicineicine rehab,False,1
Neurology Unit,neurology,False,1
Endocrinology Service,endocrinology,False,1
Clinical Laboratory Service,clinical laboratory,False,1
PHYSICAL-MEDICINE-&-REHAB,physical-medicineicine- -rehab,False,1
Cardiology Unit,cardiology,False,1
RADIOLOGY MOBILE CLINIC/CENTER Services,radiology mobile services,False,1
Cardi,cardi,False,1
Neuropsychiatry hospital,neuropsychiatry,False,1
